Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Ross Nissan of El Monte,3428 N Peck Rd,,El Monte,CA,91731,,800-859-8445,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,34.069536,-118.02691100000001,2019-09-09,39887,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan of Elk Grove,8590 Laguna Grove Dr,,Elk Grove,CA,95757,,916-405-5000,E,,Public - Call ahead,Dealership business hours,,,,,,4.0,1,,Non-Networked,,200-9,38.402217,-121.385527,2019-09-09,39888,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Future Nissan of Folsom,12610 Auto Mall Cir,,Folsom,CA,95630,,916-608-5300,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1,,Non-Networked,,200-9,38.634194,-121.204168,2019-09-09,39891,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Premier Nissan of Fremont,5701 Cushing Pkwy,,Fremont,CA,94538,,510-668-8700,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,GPS,37.489389,-121.9576,2019-09-09,39893,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Imperio Nissan of Garden Grove,9222 Trask Ave,,Garden Grove,CA,92844,,888-720-5391,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.766376,-117.968337,2019-09-09,39895,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Santa Barbara Nissan,425 S Kellogg Ave,,Goleta,CA,93117,,805-967-1130,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1,,Non-Networked,,200-9,34.43427,-119.82093400000001,2019-09-09,39899,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Hayward Nissan,24644 Mission Blvd,,Hayward,CA,94544,,510-372-2800,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,37.662304999999996,-122.07517800000001,2019-09-09,39901,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Surf City Nissan,17331 Beach Blvd,,Huntington Beach,CA,92647,,714-500-6000,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.71069,-117.989861,2019-08-08,39903,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan of Irvine,32 Auto Center Dr,,Irvine,CA,92618,,949-385-6044,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.632505,-117.723298,2019-09-09,39904,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,
ELEC,Torre Nissan,79125 Highway 111,,La Quinta,CA,92253,,760-777-8999,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-8,33.707786,-116.283603,2019-09-09,39905,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan of Downtown Los Angeles,635 W Washington Blvd,,Los Angeles,CA,90015,,213-748-4501,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,34.035168,-118.273229,2019-08-08,39906,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Universal City Nissan,3550 Cahuenga Blvd W,,Los Angeles,CA,90068,,818-769-8100,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,34.133446,-118.356601,2019-09-09,39907,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Metro Nissan of Redlands,1665 Industrial Park Ave,,Redlands,CA,92374,,909-793-3377,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1,,Non-Networked,,200-9,34.065387,-117.212007,2019-09-09,39913,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Mossy Nissan - Oceanside,3535 College Blvd,,Oceanside,CA,92056,,760-720-9797,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.181953,-117.29833400000001,2019-09-09,39916,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Stadium Nissan,1140 W Katella Ave,,Orange,CA,92867,,714-633-8430,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.80857,-117.864434,2019-09-09,39917,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Team Nissan,1801 Auto Center Dr,,Oxnard,CA,93036,,805-485-8787,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,34.227773,-119.149771,2019-08-08,39918,2019-08-19 21:24:55 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Antelope Valley Nissan,451 Auto Center Dr,"5th St West and Auto Center Dr; access EVSE via the service drive, located adjacent to the front door",Palmdale,CA,93551,,661-274-4700 x214,E,,Public - Call ahead,24 hours daily; primarily for customer use,,,,,,2.0,1,,Non-Networked,,200-9,34.591283000000004,-118.138341,2019-09-09,39919,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Mossy Nissan - Poway,14100 Poway Rd,,Poway,CA,92064,,858-668-3600,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,32.956771999999994,-117.025943,2019-08-08,39921,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Boardwalk Nissan,1 Bair Island Rd,,Redwood City,CA,94063,,650-364-0100,E,,Public - Call ahead,Dealership business hours,,,,,,3.0,1,,Non-Networked,,200-9,37.495963,-122.227322,2019-09-09,39923,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Future Nissan,600 Automall Dr,,Roseville,CA,95661,,916-969-5700,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,38.752085,-121.256178,2019-08-08,39928,2019-08-19 21:23:25 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan of Sacramento,2820 Auburn Blvd,,Sacramento,CA,95821,,916-488-5400,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,38.631184999999995,-121.39673400000001,2019-08-08,39929,2019-08-08 15:38:00 UTC,P,,,2016-06-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,My Nissan,222 Auto Center Cir,,Salinas,CA,93907,,831-444-8888,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-8,36.719916,-121.66213799999998,2019-03-07,39930,2019-08-19 21:17:36 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan of San Bernardino,735 Showcase Dr S,,San Bernardino,CA,92408,,909-885-3883,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,GPS,34.074378,-117.29799999999999,2018-05-03,39931,2019-05-14 21:16:45 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Mossy Nissan - Kearny Mesa,8118 Clairemont Mesa Blvd,,San Diego,CA,92111,,858-565-4411,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,32.833179,-117.147384,2019-09-09,39932,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Pacific Nissan,4433 Mission Bay Dr,,San Diego,CA,92109,,858-581-3200,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,32.802475,-117.21526899999999,2019-09-09,39933,2019-09-09 14:29:53 UTC,P,,,2011-04-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Premier Nissan,1120 W Capitol Expy,,San Jose,CA,95136,,408-978-1234,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,GPS,37.275144,-121.877656,2019-09-09,39935,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan - San Juan Capistrano,33633 Camino Capistrano,,San Juan Capistrano,CA,92675,,888-718-2419,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.47443,-117.676142,2019-09-09,39936,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,San Leandro Nissan,1152 Marina Blvd,,San Leandro,CA,94577,,510-347-4000,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-8,37.712379999999996,-122.162204,2019-09-09,39937,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Coast Nissan,12150 Los Osos Valley Rd,,San Luis Obispo,CA,93405,,805-543-4423,E,,Public - Call ahead,Dealership business hours,,,,,,4.0,1,,Non-Networked,,200-9,35.250622,-120.685052,2019-09-09,39938,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Cardinale Nissan,1661 Del Monte Blvd,,Seaside,CA,93955,,831-393-0600,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,36.610876,-121.85020700000001,2019-09-09,39944,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,First Nissan,2325 1st St,,Simi Valley,CA,93065,,805-526-9700,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-8,34.277324,-118.778957,2019-09-09,39947,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Quality Nissan - Temecula,41895 Motor Car Pkwy,,Temecula,CA,92591,,951-676-6601,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-9,33.516768,-117.15503899999999,2019-09-09,39949,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan of Tustin,30 Auto Center Dr,,Tustin,CA,92782,,714-669-8282,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,33.72484,-117.799302,2019-09-09,39952,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,
ELEC,West Covina Nissan,205 N Citrus St,,West Covina,CA,91791,,626-732-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,34.074227,-117.890899,2019-09-09,39959,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Deland Nissan,2600 S Woodland Blvd,,Deland,FL,32720,,386-734-3003,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,28.983689000000002,-81.300079,2019-08-08,39964,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Delray Nissan,2200 S Federal Hwy,,Delray Beach,FL,33483,,561-278-6216,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,26.435015999999997,-80.072333,2019-08-08,39965,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Fuccillo Nissan,7447 Blanding Blvd,,Jacksonville,FL,32244,,904-270-9954,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,30.212415000000004,-81.736209,2019-08-08,39968,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Bill Seidle's Nissan,10500 NW 12th St,,Miami,FL,33172,,305-633-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,25.783120999999998,-80.366772,2019-08-08,39970,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Palmetto 57 Nissan,16725 NW 57th Ave,,Miami,FL,33055,,305-626-2600,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,25.9262,-80.292105,2019-09-09,39971,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,AutoNation Nissan - Miami,3345 SW 8th St,,Miami,FL,33135,,305-707-0145,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,25.765060000000002,-80.250516,2019-08-08,39972,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Alan Jay Nissan,1700 Flare Rd,,Sebring,FL,33870,,863-402-4280,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,GPS,27.485756,-81.481603,2019-08-08,39975,2019-08-08 15:38:00 UTC,P,,,2017-01-16,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Courtesy Nissan - Tampa,3800 W Hillsborough Ave,,Tampa,FL,33614,,813-870-3333,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,27.995139,-82.506186,2019-08-08,39978,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Hill Nissan,6401 Cypress Gardens Blvd,,Winter Haven,FL,33884,,863-299-2161,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,27.982961,-81.676059,2019-09-09,39982,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Sutherlin Nissan - Mall of Georgia,3520 Highway 20,,Buford,GA,30519,,678-714-1885,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,GPS,34.075281,-83.98366,2019-09-09,39983,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,
ELEC,Nalley Nissan of Atlanta,2551 The Nalley Way,,Atlanta,GA,30360,,855-416-9828,E,,Public - Call ahead,"9am-8pm M-Sat, 12pm-5pm Sun",,,,,,1.0,2,,Non-Networked,,GPS,33.907866,-84.283186,2019-09-09,39985,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Gwinnett Place Nissan,2555 Pleasant Hill Rd,,Duluth,GA,30096,,770-476-7771,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,33.967935,-84.146036,2019-08-08,39986,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Stone Mountain Nissan,4275 Highway 78,,Lilburn,GA,30047,,678-252-3100,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-8,33.841932,-83.905677,2019-09-09,39988,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,AutoNation Nissan - Thornton Road,811 Thornton Rd,,Lithia Springs,GA,30122,,770-674-6080,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,33.784015000000004,-84.612737,2019-08-08,39989,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,AutoNation Nissan - Marietta,925 Cobb Pkwy SE,,Marietta,GA,30060,,770-674-6081,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,33.92909,-84.50889000000001,2019-08-08,39990,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Regal Nissan,1090 Holcomb Bridge Rd,,Roswell,GA,30076,,770-998-8686,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,200-8,34.022437,-84.327529,2019-09-09,39992,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Nissan South Union City,4080 Jonesboro Rd,,Union City,GA,30291,,770-964-4900,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-8,33.565412,-84.521117,2018-06-05,39993,2019-05-14 21:16:45 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,
ELEC,King Windward Nissan,45-568 Kamehameha Hwy,,Kaneohe,HI,96744,,808-235-6433,E,,Public - Call ahead,Dealership business hours; open to Nissan Leaf's only,,,,,,1.0,1,,Non-Networked,,200-9,21.399116,-157.799326,2019-08-08,39997,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Bel Air Nissan,1506 Bel Air Rd,,Bel Air,MD,21014,,410-879-1133,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,GPS,39.506547499999996,-76.3817272,2019-09-09,40018,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Younger Nissan,7418 Grove Rd,,Frederick,MD,21704,,301-662-0111,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,39.391175,-77.40783499999999,2019-09-09,40025,2019-09-09 14:29:53 UTC,P,,,2018-06-26,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Passport Nissan - Marlow Heights,5000 Auth Way,,Marlow Heights,MD,20746,,301-423-8400,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,38.826809999999995,-76.923233,2018-11-08,40029,2019-05-14 21:16:45 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Darcars Nissan,15911 Indianola Dr,,Rockville,MD,20855,,301-309-2200,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,39.113757,-77.161016,2019-09-09,40030,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Herb Gordon Nissan,3131 Automobile Blvd,,Silver Spring,MD,20904,,301-890-8200,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,39.077447,-76.94793299999999,2019-08-08,40033,2019-08-08 15:38:00 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Modern Nissan - Concord,967 Concord Pkwy S,,Concord,NC,28027,,704-788-2110,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,35.392063,-80.622777,2019-09-09,40066,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Fred Anderson Nissan,4559 Raeford Rd,,Fayetteville,NC,28304,,910-758-2338,E,,Public - Call ahead,Dealership business hours,,,,,,1.0,1,,Non-Networked,,200-9,35.042419,-78.956747,2019-09-09,40067,2019-09-09 14:29:53 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Hyman Brothers Nissan,11841 Midlothian Turnpike,,Midlothian,VA,23113,,804-378-3000,E,,Public - Call ahead,Dealership business hours,,,,,,2.0,1,,Non-Networked,,GPS,37.50418,-77.61949,2019-02-06,40382,2019-05-14 21:16:45 UTC,P,,,2011-05-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,OUC,9939 Universal Blvd,"DCQC ROSEN SC; Rosen Shingle Creek Resort. Right after guardhouse, gated parking lot adjacent Level 2 chargers
SHINGLE CREEK 1; Rosen Shingle Creek Resort. Turn Right after gate house. Take 2nd left into parking lot and chargers will be on right adjacent DC Fast Charger.
SHINGLE CREEK 2; Rosen Shingle Creek Resort. Turn Right after gate house. Take 2nd left into parking lot and chargers will be on right adjacent DC Fast Charger.
SHINGLE CREEK 3; Rosen Shingle Creek Resort. Turn Right after gate house. Take 2nd left into parking lot and chargers will be on right adjacent DC Fast Charger.
SHINGLECREEK DC; Employee Parking lot",Orlando,FL,32819,,888-758-4389,E,,Public,24 hours daily,,,,,,6.0,3,,ChargePoint Network,http://www.chargepoint.com/,200-9,28.425693,-81.434759,2019-11-01,41811,2019-11-01 09:11:31 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,Pricing is based on kWh used. $0.12 per kWh,,,,,,,,,
ELEC,Nissan North America,1 Nissan Way,,Franklin,TN,37067,,615-725-1000,E,,Public,24 hours daily,,,,,,4.0,3,,Non-Networked,,GPS,35.940203000000004,-86.813764,2018-11-08,43762,2019-05-14 21:16:45 UTC,P,,,2016-01-01,,,,,CHADEMO J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
